,country,year,iso_code,population,co2,co2_growth_abs,co2_including_luc,co2_per_capita,co2_per_gdp,co2_per_unit_energy,energy_per_capita,energy_per_gdp,primary_energy_consumption,total_ghg
237,Israel,2020,ISR,8757487.0,55.698,-2.962,57.568,6.36,,0.195,32593.809,,285.44,83.75
238,Israel,2021,ISR,8900057.0,54.849,-0.848,56.793,6.163,,0.189,32588.326,,290.038,
239,Israel,2022,ISR,9038313.0,56.118,1.269,58.121,6.209,,0.185,33643.016,,304.076,
240,Italy,2007,ITA,58778480.0,490.653,-6.281,464.46,8.347,0.231,0.228,36549.078,1.012,2148.299,503.32
241,Italy,2008,ITA,59224228.0,479.077,-11.576,434.9,8.089,0.226,0.227,35659.477,0.998,2111.905,488.28
242,Italy,2009,ITA,59562844.0,424.953,-54.124,395.374,7.135,0.211,0.216,33102.941,0.979,1971.705,439.28
243,Italy,2010,ITA,59822452.0,436.534,11.582,391.515,7.297,0.212,0.214,34046.293,0.988,2036.733,447.87
244,Italy,2011,ITA,60025952.0,424.739,-11.795,390.181,7.076,0.203,0.213,33284.145,0.957,1997.912,437.33
245,Italy,2012,ITA,60190152.0,404.261,-20.479,356.078,6.716,0.199,0.208,32295.604,0.958,1943.877,419.16
246,Italy,2013,ITA,60312600.0,370.254,-34.007,322.81,6.139,0.186,0.199,30816.119,0.932,1858.6,387.19
247,Italy,2014,ITA,60322792.0,350.127,-20.127,301.954,5.804,0.175,0.199,29214.832,0.883,1762.32,367.54
248,Italy,2015,ITA,60232908.0,361.936,11.809,318.796,6.009,0.18,0.199,30129.141,0.902,1814.766,379.14
249,Italy,2016,ITA,60118628.0,358.814,-3.122,320.757,5.968,0.177,0.197,30305.607,0.899,1821.932,396.47
250,Italy,2017,ITA,60004024.0,353.419,-5.395,310.855,5.89,0.171,0.192,30716.617,0.894,1843.121,391.2
251,Italy,2018,ITA,59877432.0,349.827,-3.592,307.65,5.842,0.168,0.189,30957.242,0.892,1853.64,386.15
252,Italy,2019,ITA,59727936.0,340.403,-9.424,300.026,5.699,,0.187,30464.062,,1819.556,377.08
253,Italy,2020,ITA,59500576.0,303.281,-37.121,263.102,5.097,,0.184,27763.801,,1651.962,339.21
254,Italy,2021,ITA,59240336.0,337.23,33.949,297.446,5.693,,0.192,29723.066,,1760.804,
255,Italy,2022,ITA,59037472.0,338.097,0.867,298.672,5.727,,0.198,28910.201,,1706.785,
256,Japan,2007,JPN,128006424.0,1302.837,35.718,1291.963,10.178,0.284,0.211,48292.938,1.347,6181.806,1206.97
257,Japan,2008,JPN,128077632.0,1232.014,-70.823,1222.123,9.619,0.272,0.203,47418.41,1.339,6073.238,1137.15
258,Japan,2009,JPN,128117040.0,1163.057,-68.957,1152.843,9.078,0.271,0.21,43254.305,1.292,5541.613,1079.49
259,Japan,2010,JPN,128105432.0,1214.707,51.65,1203.942,9.482,0.272,0.206,46114.938,1.323,5907.574,1136.98
260,Japan,2011,JPN,128007256.0,1264.631,49.924,1255.794,9.879,0.284,0.226,43712.98,1.255,5595.579,1243.62
261,Japan,2012,JPN,127853688.0,1305.884,41.252,1300.087,10.214,0.289,0.235,43428.844,1.227,5552.538,1287.06
262,Japan,2013,JPN,127678920.0,1315.192,9.309,1308.648,10.301,0.285,0.239,43171.461,1.195,5512.085,1302.82
263,Japan,2014,JPN,127476728.0,1264.072,-51.12,1258.506,9.916,0.273,0.235,42146.168,1.16,5372.656,1255.98
264,Japan,2015,JPN,127250936.0,1223.169,-40.903,1218.842,9.612,0.261,0.231,41622.672,1.13,5296.524,1219.3
265,Japan,2016,JPN,126993856.0,1202.454,-20.714,1199.07,9.469,0.254,0.23,41172.285,1.105,5228.627,1226.53
266,Japan,2017,JPN,126662464.0,1186.802,-15.652,1184.882,9.37,0.245,0.224,41783.035,1.093,5292.342,1209.79
267,Japan,2018,JPN,126255872.0,1141.669,-45.133,1140.846,9.043,0.235,0.217,41694.16,1.082,5264.132,1166.41
268,Japan,2019,JPN,125791680.0,1104.54,-37.129,1105.044,8.781,,0.215,40868.688,,5140.941,1125.76
269,Japan,2020,JPN,125244760.0,1039.796,-64.744,1041.45,8.302,,0.218,38029.27,,4762.967,1062.78
270,Japan,2021,JPN,124612528.0,1062.129,22.333,1065.054,8.523,,0.213,39995.086,,4983.889,
271,Japan,2022,JPN,123951696.0,1053.798,-8.331,1058.027,8.502,,0.213,39984.914,,4956.198,
272,Latvia,2007,LVA,2176059.0,8.639,0.328,6.139,3.97,0.187,0.188,21105.199,0.992,45.926,1.81
273,Latvia,2008,LVA,2150411.0,8.199,-0.44,6.099,3.813,0.185,0.177,21504.193,1.044,46.243,1.52
274,Latvia,2009,LVA,2126268.0,7.457,-0.742,4.925,3.507,0.198,0.17,20609.242,1.164,43.821,0.75
275,Latvia,2010,LVA,2101537.0,8.555,1.098,6.673,4.071,0.238,0.172,23635.057,1.381,49.67,1.94
276,Latvia,2011,LVA,2076974.0,7.812,-0.743,7.417,3.761,0.206,0.176,21346.463,1.168,44.336,12.46
277,Latvia,2012,LVA,2053635.0,7.521,-0.291,8.952,3.662,0.19,0.164,22381.162,1.164,45.963,12.28
278,Latvia,2013,LVA,2031491.0,7.37,-0.151,7.231,3.628,0.182,0.167,21775.469,1.092,44.237,12.2
279,Latvia,2014,LVA,2011040.0,7.173,-0.196,7.527,3.567,0.173,0.176,20261.896,0.985,40.747,12.1
280,Latvia,2015,LVA,1991951.0,7.263,0.09,10.91,3.646,0.171,0.174,20957.162,0.982,41.746,12.15
281,Latvia,2016,LVA,1973477.0,7.212,-0.052,8.276,3.654,0.167,0.162,22548.604,1.028,44.499,11.85
282,Latvia,2017,LVA,1954861.0,7.216,0.005,9.457,3.691,0.161,0.147,25054.545,1.09,48.978,11.78
283,Latvia,2018,LVA,1935632.0,7.863,0.647,10.257,4.062,0.168,0.18,22506.594,0.93,43.564,12.33
284,Latvia,2019,LVA,1916552.0,7.651,-0.212,10.39,3.992,,0.171,23394.699,,44.837,12.17
285,Latvia,2020,LVA,1897057.0,7.0,-0.651,10.141,3.69,,0.171,21535.734,,40.855,11.53
286,Latvia,2021,LVA,1873926.0,7.24,0.241,10.941,3.864,,0.171,22625.613,,42.399,
287,Latvia,2022,LVA,1850654.0,6.591,-0.649,10.582,3.562,,0.166,21435.611,,39.67,
288,Lithuania,2007,LTU,3272416.0,15.475,1.279,8.38,4.729,0.238,0.158,29979.059,1.509,98.104,29.75
289,Lithuania,2008,LTU,3224384.0,14.919,-0.556,11.56,4.627,0.224,0.154,30124.529,1.456,97.133,29.18
290,Lithuania,2009,LTU,3180482.0,12.831,-2.088,13.997,4.034,0.226,0.143,28308.246,1.584,90.034,25.59
291,Lithuania,2010,LTU,3139021.0,13.803,0.973,14.096,4.397,0.239,0.21,20948.318,1.138,65.757,26.39
292,Lithuania,2011,LTU,3099800.0,13.961,0.158,15.147,4.504,0.228,0.204,22097.504,1.118,68.498,19.76
293,Lithuania,2012,LTU,3063340.0,14.056,0.095,16.713,4.588,0.221,0.205,22394.059,1.079,68.601,19.69
294,Lithuania,2013,LTU,3028191.0,13.154,-0.902,18.14,4.344,0.2,0.207,20938.49,0.963,63.406,18.79
295,Lithuania,2014,LTU,2994928.0,12.855,-0.299,16.104,4.292,0.189,0.21,20422.297,0.898,61.163,18.29
296,Lithuania,2015,LTU,2963764.0,13.055,0.201,13.085,4.405,0.188,0.204,21569.006,0.922,63.925,18.55
297,Lithuania,2016,LTU,2933676.0,13.122,0.066,12.208,4.473,0.185,0.201,22207.523,0.919,65.15,24.01
298,Lithuania,2017,LTU,2904452.0,13.286,0.164,14.554,4.574,0.18,0.194,23635.178,0.929,68.647,23.92
299,Lithuania,2018,LTU,2876128.0,13.435,0.149,12.992,4.671,0.175,0.19,24616.006,0.924,70.799,24.0
300,Lithuania,2019,LTU,2849083.0,13.678,0.243,12.725,4.801,,0.193,24873.117,,70.866,24.12
301,Lithuania,2020,LTU,2820269.0,13.539,-0.139,12.42,4.8,,0.193,24924.742,,70.294,24.13
302,Lithuania,2021,LTU,2786652.0,13.83,0.291,12.565,4.963,,0.197,25173.395,,70.149,
303,Lithuania,2022,LTU,2750058.0,12.667,-1.162,11.265,4.606,,0.199,23151.053,,63.667,
304,Luxembourg,2007,LUX,479877.0,11.307,-0.604,11.472,23.562,0.402,0.226,104455.211,1.784,50.126,11.6
305,Luxembourg,2008,LUX,488643.0,11.172,-0.134,11.245,22.864,0.404,0.225,101834.57,1.801,49.761,11.52
306,Luxembourg,2009,LUX,497876.0,10.63,-0.542,10.71,21.351,0.404,0.223,95591.977,1.808,47.593,10.93
307,Luxembourg,2010,LUX,507075.0,11.198,0.567,11.286,22.083,0.407,0.223,98832.992,1.822,50.116,11.52
308,Luxembourg,2011,LUX,518207.0,11.102,-0.095,11.215,21.425,0.395,0.227,94211.609,1.738,48.821,11.66
309,Luxembourg,2012,LUX,530596.0,10.872,-0.23,10.975,20.49,0.388,0.227,90375.617,1.713,47.953,11.43
310,Luxembourg,2013,LUX,543068.0,10.339,-0.533,10.471,19.038,0.355,0.226,84137.461,1.57,45.692,10.92
311,Luxembourg,2014,LUX,556075.0,9.823,-0.515,9.957,17.666,0.32,0.222,79619.141,1.44,44.274,10.4
312,Luxembourg,2015,LUX,569415.0,9.351,-0.472,9.446,16.422,0.292,0.217,75576.625,1.346,43.034,9.89
313,Luxembourg,2016,LUX,583355.0,9.094,-0.257,9.209,15.589,0.273,0.214,72784.555,1.273,42.459,9.56
314,Luxembourg,2017,LUX,596290.0,9.268,0.174,9.373,15.543,0.273,0.209,74384.773,1.306,44.355,9.74
315,Luxembourg,2018,LUX,607920.0,9.574,0.306,9.668,15.749,0.273,0.206,76376.742,1.326,46.431,10.04
316,Luxembourg,2019,LUX,619981.0,9.77,0.196,9.871,15.758,,0.207,76273.703,,47.288,10.22
317,Luxembourg,2020,LUX,630401.0,8.068,-1.702,8.169,12.798,,0.199,64241.789,,40.498,8.54
318,Luxembourg,2021,LUX,639330.0,8.43,0.362,8.534,13.185,,0.195,67687.906,,43.275,
319,Luxembourg,2022,LUX,647601.0,7.524,-0.906,7.629,11.618,,0.193,60334.328,,39.073,
320,Netherlands,2007,NLD,16391232.0,172.747,-0.245,181.324,10.539,0.24,0.156,67568.078,1.536,1107.524,204.32
321,Netherlands,2008,NLD,16460775.0,175.711,2.964,183.402,10.675,0.238,0.161,66484.648,1.484,1094.389,201.64
322,Netherlands,2009,NLD,16536200.0,170.336,-5.375,177.765,10.301,0.239,0.158,65268.383,1.512,1079.291,196.57
323,Netherlands,2010,NLD,16617121.0,182.359,12.023,188.451,10.974,0.251,0.156,70448.461,1.608,1170.651,207.22
324,Netherlands,2011,NLD,16701470.0,169.124,-13.235,174.329,10.126,0.227,0.152,66766.094,1.498,1115.092,194.3
325,Netherlands,2012,NLD,16785296.0,165.482,-3.642,172.12,9.859,0.225,0.151,65277.332,1.488,1095.699,192.68
326,Netherlands,2013,NLD,16867352.0,164.874,-0.608,170.764,9.775,0.224,0.155,63014.336,1.446,1062.885,192.35
327,Netherlands,2014,NLD,16954080.0,157.468,-7.407,163.219,9.288,0.211,0.155,59946.082,1.363,1016.331,185.15
328,Netherlands,2015,NLD,17041110.0,163.802,6.335,169.245,9.612,0.216,0.158,60683.023,1.361,1034.106,193.4
329,Netherlands,2016,NLD,17124512.0,164.691,0.889,170.111,9.617,0.212,0.158,60943.148,1.344,1043.622,194.3
330,Netherlands,2017,NLD,17207204.0,162.203,-2.489,167.323,9.426,0.203,0.154,61101.004,1.316,1051.377,190.29
331,Netherlands,2018,NLD,17286042.0,158.134,-4.069,163.01,9.148,0.193,0.154,59348.102,1.254,1025.894,184.43
332,Netherlands,2019,NLD,17363260.0,152.509,-5.624,157.202,8.783,,0.149,58836.934,,1021.601,178.85
333,Netherlands,2020,NLD,17434562.0,136.685,-15.825,136.767,7.84,,0.138,56705.539,,988.636,162.55
334,Netherlands,2021,NLD,17501696.0,139.907,3.222,140.17,7.994,,0.138,58009.895,,1015.272,
335,Netherlands,2022,NLD,17564020.0,125.358,-14.549,125.693,7.137,,0.127,56000.762,,983.599,
336,New Zealand,2007,NZL,4221495.0,36.41,-0.92,21.904,8.625,0.275,0.159,54356.551,1.732,229.466,61.89
337,New Zealand,2008,NZL,4260235.0,37.508,1.099,29.686,8.804,0.284,0.163,54010.57,1.742,230.098,61.85
338,New Zealand,2009,NZL,4302884.0,34.62,-2.888,24.409,8.046,0.261,0.151,53337.418,1.728,229.505,58.98
339,New Zealand,2010,NZL,4346345.0,34.81,0.19,26.68,8.009,0.257,0.148,54097.281,1.734,235.125,59.12
340,New Zealand,2011,NZL,4381274.0,34.265,-0.545,28.498,7.821,0.248,0.145,53886.934,1.705,236.093,64.7
341,New Zealand,2012,NZL,4410285.0,35.944,1.679,31.429,8.15,0.253,0.151,53929.512,1.675,237.845,67.16
342,New Zealand,2013,NZL,4450641.0,35.24,-0.704,34.596,7.918,0.243,0.147,53825.684,1.653,239.559,66.79
343,New Zealand,2014,NZL,4514198.0,35.438,0.198,35.125,7.85,0.238,0.141,55530.688,1.682,250.677,67.41
344,New Zealand,2015,NZL,4590591.0,35.812,0.374,34.934,7.801,0.233,0.142,54939.43,1.641,252.204,66.79
345,New Zealand,2016,NZL,4668088.0,34.153,-1.659,33.556,7.316,0.214,0.134,54612.461,1.595,254.936,71.5
346,New Zealand,2017,NZL,4746253.0,35.687,1.534,37.294,7.519,0.215,0.137,54745.461,1.567,259.836,73.12
347,New Zealand,2018,NZL,4838528.0,35.704,0.017,37.64,7.379,0.209,0.138,53424.102,1.512,258.494,72.51
348,New Zealand,2019,NZL,4959033.0,36.879,1.175,39.561,7.437,,0.14,53259.336,,264.115,73.89
349,New Zealand,2020,NZL,5061130.0,34.237,-2.642,36.992,6.765,,0.143,47384.516,,239.819,70.86
350,New Zealand,2021,NZL,5129730.0,34.318,0.081,36.893,6.69,,0.146,45906.223,,235.487,
351,New Zealand,2022,NZL,5185289.0,32.212,-2.106,34.777,6.212,,0.138,44939.27,,233.023,
352,Norway,2007,NOR,4709582.0,45.588,1.746,51.316,9.68,0.129,0.083,117053.125,1.563,551.271,30.44
353,Norway,2008,NOR,4768654.0,44.675,-0.913,50.486,9.368,0.122,0.079,118381.93,1.547,564.522,29.13
354,Norway,2009,NOR,4829195.0,43.081,-1.594,48.693,8.921,0.116,0.083,107938.016,1.409,521.254,28.73
355,Norway,2010,NOR,4889747.0,45.621,2.54,51.52,9.33,0.119,0.091,102332.453,1.304,500.38,31.34
356,Norway,2011,NOR,4953565.0,44.747,-0.874,50.468,9.033,0.112,0.088,102448.797,1.271,507.487,34.13
357,Norway,2012,NOR,5019058.0,44.228,-0.519,50.012,8.812,0.108,0.079,111982.734,1.37,562.048,33.79
358,Norway,2013,NOR,5080667.0,44.516,0.288,50.756,8.762,0.107,0.084,103711.922,1.271,526.926,34.53
359,Norway,2014,NOR,5137926.0,44.958,0.442,51.43,8.75,0.106,0.083,105633.75,1.285,542.738,34.61
360,Norway,2015,NOR,5190357.0,45.494,0.536,52.147,8.765,0.106,0.083,105580.383,1.277,548.0,35.28
361,Norway,2016,NOR,5236591.0,44.678,-0.816,51.604,8.532,0.103,0.08,106194.953,1.283,556.1,34.73
362,Norway,2017,NOR,5277396.0,44.165,-0.513,51.342,8.369,0.1,0.079,105901.328,1.26,558.883,34.4
363,Norway,2018,NOR,5312321.0,44.405,0.24,51.534,8.359,0.099,0.081,103558.188,1.224,550.134,33.76
364,Norway,2019,NOR,5348285.0,42.793,-1.612,50.067,8.001,,0.083,96392.5,,515.535,32.82
365,Norway,2020,NOR,5379836.0,41.231,-1.562,48.585,7.664,,0.074,103888.891,,558.905,31.33
366,Norway,2021,NOR,5403021.0,41.028,-0.203,48.663,7.594,,0.072,105328.086,,569.09,
367,Norway,2022,NOR,5434324.0,40.808,-0.22,48.844,7.509,,0.077,96926.234,,526.729,
368,Poland,2007,POL,38521868.0,335.92,-0.652,297.112,8.72,0.483,0.302,28913.844,1.6,1113.815,323.76
369,Poland,2008,POL,38522884.0,329.567,-6.353,287.913,8.555,0.45,0.291,29419.189,1.547,1133.312,317.55
370,Poland,2009,POL,38555288.0,316.021,-13.546,248.021,8.197,0.417,0.289,28364.893,1.441,1093.617,302.74
371,Poland,2010,POL,38597356.0,334.225,18.203,296.561,8.659,0.422,0.287,30213.855,1.472,1166.175,321.18
372,Poland,2011,POL,38620848.0,333.599,-0.626,278.601,8.638,0.397,0.284,30370.395,1.397,1172.93,361.8
373,Poland,2012,POL,38625872.0,325.953,-7.645,268.243,8.439,0.382,0.286,29494.252,1.335,1139.241,354.82
374,Poland,2013,POL,38607352.0,321.927,-4.026,269.395,8.338,0.372,0.282,29578.533,1.32,1141.949,349.03
375,Poland,2014,POL,38581880.0,309.582,-12.345,256.397,8.024,0.346,0.281,28535.256,1.232,1100.944,335.81
376,Poland,2015,POL,38553148.0,312.715,3.133,260.743,8.111,0.337,0.281,28851.459,1.199,1112.315,338.97
377,Poland,2016,POL,38532108.0,323.547,10.832,274.659,8.397,0.34,0.279,30122.609,1.218,1160.688,343.96
378,Poland,2017,POL,38532816.0,336.765,13.218,289.335,8.74,0.337,0.279,31295.422,1.206,1205.901,357.31
379,Poland,2018,POL,38521464.0,336.081,-0.685,298.164,8.725,0.319,0.276,31661.174,1.158,1219.635,355.52
380,Poland,2019,POL,38493600.0,317.683,-18.398,277.588,8.253,,0.268,30777.799,,1184.748,337.91
381,Poland,2020,POL,38428368.0,302.437,-15.245,263.564,7.87,,0.267,29514.133,,1134.18,320.92
382,Poland,2021,POL,38307724.0,331.077,28.64,293.902,8.643,,0.27,32001.074,,1225.888,
383,Poland,2022,POL,39857144.0,323.117,-7.96,287.777,8.107,,0.27,30065.42,,1198.322,
384,Portugal,2007,PRT,10565547.0,62.355,-2.488,58.826,5.902,0.234,0.21,28116.701,1.113,297.068,77.08
385,Portugal,2008,PRT,10580963.0,60.028,-2.327,53.888,5.673,0.224,0.209,27100.385,1.068,286.748,74.83
386,Portugal,2009,PRT,10591341.0,57.136,-2.892,49.437,5.395,0.218,0.198,27307.855,1.106,289.227,74.04
387,Portugal,2010,PRT,10588401.0,52.934,-4.202,46.089,4.999,0.198,0.174,28813.4,1.14,305.088,68.64
388,Portugal,2011,PRT,10564820.0,51.74,-1.194,46.843,4.897,0.196,0.178,27547.613,1.104,291.036,66.35
389,Portugal,2012,PRT,10522085.0,49.899,-1.841,47.815,4.742,0.197,0.188,25259.119,1.05,265.779,64.66
390,Portugal,2013,PRT,10464537.0,48.103,-1.796,44.078,4.597,0.192,0.165,27884.039,1.166,291.794,62.97
391,Portugal,2014,PRT,10408379.0,47.885,-0.218,43.455,4.601,0.19,0.161,28600.113,1.179,297.681,62.56
392,Portugal,2015,PRT,10365436.0,52.203,4.318,47.456,5.036,0.204,0.179,28096.076,1.135,291.228,66.68
393,Portugal,2016,PRT,10332751.0,50.367,-1.837,45.64,4.874,0.194,0.162,30146.477,1.197,311.496,66.78
394,Portugal,2017,PRT,10307528.0,55.106,4.74,49.865,5.346,0.205,0.183,29287.125,1.121,301.878,71.73
395,Portugal,2018,PRT,10289833.0,51.373,-3.734,45.512,4.993,0.186,0.167,29893.375,1.113,307.598,66.89
396,Portugal,2019,PRT,10289921.0,47.494,-3.879,41.23,4.616,,0.162,28468.561,,292.939,61.84
397,Portugal,2020,PRT,10298186.0,41.695,-5.799,35.08,4.049,,0.157,25782.078,,265.509,56.01
398,Portugal,2021,PRT,10290109.0,39.938,-1.757,33.117,3.881,,0.15,25884.49,,266.354,
399,Portugal,2022,PRT,10270857.0,41.605,1.667,34.63,4.051,,0.161,25094.396,,257.741,
400,Slovakia,2007,SVK,5378381.0,40.972,-1.592,42.955,7.618,0.364,0.198,38418.406,1.834,206.629,36.78
401,Slovakia,2008,SVK,5381641.0,41.364,0.393,43.777,7.686,0.348,0.195,39431.949,1.787,212.209,36.81
402,Slovakia,2009,SVK,5388934.0,37.626,-3.739,40.97,6.982,0.336,0.196,35687.539,1.716,192.318,33.17
403,Slovakia,2010,SVK,5396428.0,38.409,0.783,42.484,7.117,0.327,0.187,38080.727,1.749,205.5,34.7
404,Slovakia,2011,SVK,5402686.0,37.989,-0.42,42.537,7.031,0.315,0.192,36591.309,1.64,197.691,33.99
405,Slovakia,2012,SVK,5409283.0,35.913,-2.075,39.972,6.639,0.293,0.189,35105.086,1.55,189.893,31.63
406,Slovakia,2013,SVK,5414744.0,35.57,-0.344,39.204,6.569,0.286,0.183,35936.512,1.565,194.587,32.29
407,Slovakia,2014,SVK,5419572.0,33.659,-1.911,35.197,6.211,0.264,0.186,33419.594,1.42,181.12,29.65
408,Slovakia,2015,SVK,5424449.0,34.472,0.813,35.074,6.355,0.26,0.188,33734.289,1.382,182.99,30.08
409,Slovakia,2016,SVK,5431205.0,34.914,0.442,34.808,6.428,0.255,0.189,34015.234,1.351,184.744,37.47
410,Slovakia,2017,SVK,5439418.0,36.114,1.2,35.429,6.639,0.256,0.186,35774.91,1.38,194.595,39.4
411,Slovakia,2018,SVK,5446746.0,36.106,-0.009,34.904,6.629,0.247,0.189,35121.086,1.306,191.296,38.85
412,Slovakia,2019,SVK,5453932.0,33.779,-2.327,32.159,6.193,,0.183,33892.781,,184.849,37.01
413,Slovakia,2020,SVK,5456681.0,31.097,-2.682,29.125,5.699,,0.172,33193.328,,181.125,34.95
414,Slovakia,2021,SVK,5447621.0,35.167,4.07,32.904,6.455,,0.18,35836.406,,195.223,
415,Slovakia,2022,SVK,5643455.0,34.152,-1.015,31.651,6.052,,0.179,33887.691,,191.244,
416,Slovenia,2007,SVN,2023230.0,17.343,0.165,24.433,8.572,0.311,0.203,42242.93,1.533,85.467,8.0
417,Slovenia,2008,SVN,2034037.0,18.278,0.936,20.994,8.986,0.319,0.195,46037.57,1.633,93.642,8.97
418,Slovenia,2009,SVN,2045578.0,16.204,-2.074,19.134,7.922,0.308,0.187,42289.82,1.643,86.507,7.0
419,Slovenia,2010,SVN,2057294.0,16.46,0.256,19.772,8.001,0.31,0.19,42123.359,1.633,86.66,7.29
420,Slovenia,2011,SVN,2065457.0,16.359,-0.101,19.938,7.92,0.308,0.194,40734.336,1.582,84.135,16.13
421,Slovenia,2012,SVN,2069365.0,15.76,-0.599,19.998,7.616,0.304,0.193,39508.945,1.579,81.758,15.52
422,Slovenia,2013,SVN,2072374.0,15.128,-0.631,18.963,7.3,0.295,0.187,39029.039,1.58,80.883,14.89
423,Slovenia,2014,SVN,2074923.0,13.561,-1.567,17.005,6.536,0.257,0.163,39987.75,1.572,82.972,13.39
424,Slovenia,2015,SVN,2080865.0,13.645,0.084,17.18,6.558,0.253,0.182,35959.715,1.385,74.827,13.48
425,Slovenia,2016,SVN,2090020.0,14.458,0.813,17.93,6.918,0.261,0.181,38266.707,1.444,79.978,17.27
426,Slovenia,2017,SVN,2098396.0,14.617,0.158,17.069,6.966,0.252,0.181,38524.098,1.393,80.839,17.45
427,Slovenia,2018,SVN,2105931.0,14.52,-0.097,17.168,6.895,0.24,0.176,39165.715,1.365,82.48,17.32
428,Slovenia,2019,SVN,2112905.0,14.039,-0.48,16.417,6.645,,0.175,37905.922,,80.092,16.9
429,Slovenia,2020,SVN,2117648.0,12.855,-1.185,14.891,6.07,,0.166,36542.867,,77.385,15.65
430,Slovenia,2021,SVN,2119408.0,13.06,0.205,14.764,6.162,,0.17,36175.777,,76.671,
431,Slovenia,2022,SVN,2119843.0,12.715,-0.345,14.077,5.998,,0.174,34391.094,,72.904,
432,South Korea,2007,KOR,48220600.0,521.709,18.231,516.352,10.819,0.361,0.19,57040.523,1.901,2750.528,506.15
433,South Korea,2008,KOR,48398632.0,532.651,10.942,527.158,11.005,0.361,0.19,57774.648,1.893,2796.214,519.03
434,South Korea,2009,KOR,48588024.0,537.82,5.169,532.836,11.069,0.364,0.191,57865.918,1.903,2811.591,532.97
435,South Korea,2010,KOR,48813036.0,594.339,56.519,588.716,12.176,0.38,0.196,62221.305,1.943,3037.211,584.93
436,South Korea,2011,KOR,49169880.0,623.443,29.104,621.962,12.679,0.387,0.196,64630.859,1.975,3177.892,618.62
437,South Korea,2012,KOR,49634188.0,627.943,4.5,624.068,12.651,0.381,0.195,64802.52,1.954,3216.42,622.01
438,South Korea,2013,KOR,50098228.0,634.581,6.638,630.1,12.667,0.375,0.197,64441.535,1.906,3228.407,622.42
439,South Korea,2014,KOR,50558044.0,629.366,-5.214,624.948,12.448,0.36,0.193,64414.168,1.861,3256.654,611.96
440,South Korea,2015,KOR,50994396.0,634.177,4.811,629.238,12.436,0.352,0.191,64988.355,1.842,3314.042,632.92
441,South Korea,2016,KOR,51309984.0,637.914,3.737,632.877,12.433,0.345,0.187,66508.258,1.845,3412.538,647.92
442,South Korea,2017,KOR,51511640.0,654.537,16.623,649.466,12.707,0.343,0.19,66910.398,1.807,3446.665,661.65
443,South Korea,2018,KOR,51676900.0,670.169,15.631,664.409,12.968,0.342,0.191,67828.93,1.79,3505.189,668.67
444,South Korea,2019,KOR,51803832.0,646.102,-24.066,640.011,12.472,,0.186,66896.133,,3465.476,653.38
445,South Korea,2020,KOR,51844688.0,597.634,-48.468,591.513,11.527,,0.179,64311.133,,3334.191,613.54
446,South Korea,2021,KOR,51830136.0,616.075,18.441,609.634,11.886,,0.177,67330.305,,3489.739,
447,South Korea,2022,KOR,51815808.0,600.999,-15.076,594.387,11.599,,0.17,68126.188,,3530.013,
448,Spain,2007,ESP,45245784.0,367.399,7.746,343.312,8.12,0.245,0.199,40817.645,1.232,1846.826,415.34
449,Spain,2008,ESP,45966544.0,335.887,-31.512,311.747,7.307,0.22,0.187,39067.871,1.175,1795.815,382.03
450,Spain,2009,ESP,46367772.0,296.5,-39.387,273.63,6.395,0.199,0.178,35904.375,1.12,1664.806,345.93
451,Spain,2010,ESP,46572776.0,282.937,-13.563,254.062,6.075,0.189,0.165,36714.199,1.141,1709.882,331.0
452,Spain,2011,ESP,46729232.0,283.799,0.862,295.985,6.073,0.19,0.169,35901.07,1.122,1677.629,341.95
453,Spain,2012,ESP,46756084.0,278.06,-5.739,262.239,5.947,0.191,0.167,35681.477,1.148,1668.326,335.52
454,Spain,2013,ESP,46603460.0,251.94,-26.12,237.062,5.406,0.176,0.159,34008.008,1.109,1584.891,309.12
455,Spain,2014,ESP,46464548.0,254.18,2.239,238.21,5.47,0.175,0.163,33478.238,1.073,1555.551,307.85
456,Spain,2015,ESP,46431344.0,270.767,16.588,249.348,5.832,0.181,0.172,33920.238,1.052,1574.962,318.39
457,Spain,2016,ESP,46473320.0,259.629,-11.138,239.523,5.587,0.183,0.163,34212.625,1.122,1589.974,302.82
458,Spain,2017,ESP,46584168.0,273.592,13.963,255.303,5.873,0.188,0.17,34520.543,1.103,1608.111,319.43
459,Spain,2018,ESP,46792044.0,268.601,-4.992,249.668,5.74,0.18,0.164,34986.293,1.097,1637.08,312.92
460,Spain,2019,ESP,47131372.0,250.661,-17.94,231.262,5.318,,0.158,33764.863,,1591.384,295.49
461,Spain,2020,ESP,47363808.0,213.625,-37.035,193.952,4.51,,0.148,30391.289,,1439.447,256.41
462,Spain,2021,ESP,47486932.0,230.269,16.644,210.31,4.849,,0.149,32491.648,,1542.929,
463,Spain,2022,ESP,47558632.0,245.614,15.344,225.618,5.164,,0.154,33615.332,,1598.699,
464,Sweden,2007,SWE,9164274.0,52.994,-0.744,57.567,5.783,0.137,0.082,70870.68,1.674,649.478,53.31
465,Sweden,2008,SWE,9229282.0,50.867,-2.127,55.538,5.511,0.131,0.079,69369.703,1.646,640.233,52.17
466,Sweden,2009,SWE,9301413.0,47.239,-3.628,52.364,5.079,0.127,0.081,63081.84,1.573,586.75,48.39
