,year,iso3c,country,pop,labor_force,gdp_ppp_c,gdp_ppp,gdp,gdp_c,hours_worked,total_hours,hours_per_employed,gdp_over_k_hours_worked,gdp_ppp_over_k_hours_worked,gdp_over_pop,gdp_ppp_over_pop,gdp_ppp_over_labor_force,gdp_ppp_over_pop_c,gdp_over_pop_c,gdp_ppp_over_k_hours_worked_c,continent,penn_hours_worked_over_pop,hours_worked_over_pop,hours_worked_over_pop_combined,hours_worked_over_pop_predicted,hours_worked_over_pop_modelled
13552,2010,LVA,Latvia,2097555.0,1059977.0,44412374815.6104,37140956327.2958,23956163076.5575,22993883546.7441,1692.39593161207,1427544430.62166,1692.395932,16781.37826233905,26017.373281419925,11420.994003283584,17706.78543699488,35039.398333450445,21173.40180143567,10962.231525153857,31111.02804433899,4.0,778.0664453233321,680.5754464706098,680.5754464706098,767.898859519257,680.5754464706098
13584,2010,NLD,Netherlands,16615394.0,8887012.0,864548571731.448,748383659801.66,847380859016.688,737565720627.788,1419.63344344458,12462961996.097,1419.633443,67991.93155544087,60048.61926370552,50999.74511688907,45041.583714575776,84210.94286827339,52032.98650224292,44390.50440981345,69369.43015650669,4.0,750.0852878962202,750.0852520317604,750.0852520317604,793.6048005389624,750.0852520317604
13585,2010,NOR,Norway,4889252.0,2605468.0,301534643854.529,284685077463.792,431052143940.438,355959036891.599,1429.85893416928,3648999999.568,1429.858934,118128.84187214843,78017.28624211988,88163.20859314226,58226.713915296656,109264.4689797733,61672.96016947561,72804.39561953423,82634.87089345773,4.0,726.8092348586384,746.3309315142684,746.3309315142684,788.6433427898857,746.3309315142684
13588,2010,NZL,New Zealand,4350700.0,2328293.0,163403440535.595,135849515438.751,146517541181.254,153905688035.008,1755.0,3782902500.0,1755.0,38731.51401106796,35911.45038465861,33676.77412399246,31224.74899182913,58347.25931777101,37557.96550798608,35374.92542234767,43195.25563653703,5.0,880.6604242092855,869.4928402326062,869.4928402326062,908.3157330817664,869.4928402326062
13598,2010,POL,Poland,38042794.0,18055100.0,901344465050.676,794704657913.122,475696613935.595,409175222178.008,1828.97195709789,28111847670.6771,1828.971957,16921.570560151566,28269.385464195664,12504.250185609264,20889.755308538115,44015.522368368045,23692.909228766846,10755.656437274509,32062.7969961167,4.0,819.2258093173286,738.9532869398894,738.9532869398894,782.9833797927012,738.9532869398894
13602,2010,PRT,Portugal,10573100.0,5491635.0,336205060026.742,288228558269.705,238113003233.289,207976694614.767,1745.59500946609,8503360607.216925,1745.595009,28002.223383446664,33895.84090142917,22520.64231240497,27260.553505566488,52485.017352701885,31798.153807941097,19670.361068633323,39537.90454816181,4.0,877.7741836741793,804.2447917088579,804.2447917088579,767.898859519257,804.2447917088579
13629,2010,SVK,Slovak Republic,5391428.0,2689128.0,138184591602.053,136951683990.193,91162836320.3524,78629991379.8007,1805.14853292113,3916851000.171126,1805.148533,23274.522394742493,34964.7418255659,16908.84795648804,25401.745880718983,50927.91566269549,25630.42511224355,14584.26067821006,35279.511933442394,4.0,731.5446151259698,726.4960229777947,726.4960229777947,783.0302533842248,726.4960229777947
13630,2010,SVN,Slovenia,2048583.0,1040057.0,68321500046.5894,57002798103.8731,48208240226.4512,42226600498.2234,1680.32733285379,1618866000.140859,1680.327333,29779.01828950423,35211.56049908593,23532.480854547364,27825.47648978493,54807.37892622529,33350.61359319559,20612.589530530808,42203.30777262892,4.0,792.9957092917051,790.2369589813344,790.2369589813344,762.3139035468668,790.2369589813344
13631,2010,SWE,Sweden,9378126.0,4938836.0,448193503870.461,395960968341.126,495812558843.31,453619110971.171,1483.01758914872,6581928663.4998,1483.017589,75329.37292268864,60158.80581279078,52869.04428915862,42221.75819999923,80172.9331245512,47791.37152459468,48369.91004078757,68094.55507409642,4.0,785.297342556871,701.83836978729,701.83836978729,763.9760880807097,701.83836978729
13659,2010,USA,United States,309327143.0,157357516.0,16861566593687.8,15048964444000.0,15048964444000.0,16383037055000.0,1810.3875,241509917053.56,1708.184215,62311.99375826281,62311.99375826281,48650.64312833356,48650.64312833356,95635.49823702098,54510.46561952632,52963.46416971239,69817.28452148152,2.0,790.0678462393203,780.7588907694402,780.7588907694402,814.6658433173202,780.7588907694402
13688,2011,AUS,Australia,22340024.0,11842239.0,1014356951989.0,938685763296.035,1398456161407.85,1209290178347.49,1774.0,20183441007.108616,1771.541297,69287.30145247845,46507.7170421748,62598.68661769791,42018.11794365284,79265.90261318278,45405.36536527445,54131.10470908581,50256.888883899584,5.0,887.1371394256817,903.4655024143492,903.4655024143492,908.1026298256342,903.4655024143492
13689,2011,AUT,Austria,8391643.0,4332472.0,446260420568.48,373031463577.163,431685217367.514,373016924602.914,1556.98064579946,6480075599.6197,1556.980646,66617.31190186247,57565.9122864331,51442.27624644113,44452.73274579996,86101.29819123194,53179.1474647432,44451.00019184729,68866.54541417233,4.0,824.2544493814288,772.2058242491606,772.2058242491606,768.4650316171967,772.2058242491606
13692,2011,BEL,Belgium,11038264.0,4876780.0,531546180596.913,451932718764.387,523330354138.137,440747893479.883,1590.23435097738,7240337000.103001,1590.234351,72279.8336777269,62418.74083457135,47410.5669277467,40942.372710454016,92670.31089456302,48154.871146125246,39929.09514393595,73414.56351953662,4.0,655.8036744472006,655.9307695578761,655.9307695578761,758.9905598745513,655.9307695578761
13710,2011,CAN,Canada,34339328.0,19146806.0,1573536666848.57,1430806739876.64,1793326630174.52,1443540144370.02,1711.0,30058402007.52045,1710.940527,59661.4094696664,47600.891741306135,52223.69611235608,41666.70762679573,74728.2204601979,45823.16424038845,42037.51874148557,52349.31206438984,2.0,872.4562575693285,875.3346019910597,875.3346019910597,869.3266638907086,875.3346019910597
13712,2011,CHE,Switzerland,7912398.0,4532128.0,519930912954.323,454912095759.708,715888126682.396,647822333890.064,1608.0,7394332500.562603,1608.309284,96815.78785210526,61521.72568992477,90476.75896515771,57493.5810559211,100374.94434396116,65710.91506700282,81874.33618607961,70314.78675252481,4.0,923.5029607634742,934.524843234959,934.524843234959,830.8533740338853,934.524843234959
13729,2011,CZE,Czechia,10496088.0,5222763.0,356889976073.415,304400911032.007,229562733398.948,175933614512.933,1805.47336955466,9105793002.24606,1805.47337,25210.62507596246,33429.36864004295,21871.26607541286,29001.368036549145,58283.500712555215,34002.18977522054,16761.827312512338,39193.728210753696,4.0,869.6204182887533,867.5416023804354,867.5416023804354,770.1586979372826,867.5416023804354
13730,2011,DEU,Germany,80274983.0,41729225.0,3994316515792.48,3415020684916.05,3749314991050.62,3209180426118.17,1426.90082803774,59279167998.432,1426.900828,63248.4415292366,57609.1196996284,46705.8957963357,42541.53108840957,81837.62542716884,49757.92415667631,39977.34170953571,67381.45373258501,4.0,727.5092352116096,738.4513304528759,738.4513304528759,763.9760880807097,738.4513304528759
13733,2011,DNK,Denmark,5570572.0,2887130.0,285732498126.509,247352252302.688,344003137611.271,287689202382.588,1436.98118299249,4004332000.020924,1436.981183,85907.74631311126,61771.1649037581,61753.64713197693,44403.38484139295,85674.09583312424,51293.20617820018,51644.46350977745,71355.84614987367,4.0,718.8346756339735,718.8367729599265,718.8367729599265,754.5312266423878,718.8367729599265
13745,2011,ESP,Spain,46742697.0,23558862.0,1724025990291.58,1489595017146.76,1480710495710.13,1187386271879.3,1710.69165947777,32521616990.9172,1710.691659,45530.039177439125,45803.22735990592,31677.900308365388,31867.97323968619,63228.64903859787,36883.32297752481,25402.60507174629,53011.693446026205,4.0,687.210445420184,695.7582484150882,695.7582484150882,751.8126981137385,695.7582484150882
13746,2011,EST,Estonia,1327439.0,687615.0,37155198682.8146,32598232994.527,23213994093.4632,20831219910.825,1827.34514098938,1067169562.344,1827.345141,21752.8637552916,30546.44186339623,17487.804783092255,24557.23614759473,47407.68161620529,27990.136407635,15692.788829336036,34816.58397490698,4.0,863.8437568638168,803.9311503910914,803.9311503910914,767.898859519257,803.9311503910914
13750,2011,FIN,Finland,5388272.0,2693382.0,252310280856.259,220471055643.893,275604356167.318,239599308730.469,1577.89762882815,3999181540.7005,1577.897629,68915.19011138537,55129.04413068358,51148.93163658368,40916.838579027375,81856.58612253776,46825.82483888323,44466.81769785731,63090.47946147104,4.0,766.8506272262861,742.2011250917734,742.2011250917734,763.9760880807097,742.2011250917734
13752,2011,FRA,France,65345233.0,30031230.0,2800854547180.79,2446475413051.0,2865157541994.19,2368384855035.17,1546.33118899734,41825166000.072,1546.331189,68503.19594641317,58492.903842791406,43846.46607648013,37439.23314269918,81464.37601959694,42862.41579673899,36244.1871625918,66965.77240544528,4.0,641.5988856216701,640.0645323289611,640.0645323289611,751.8126981137385,640.0645323289611
13756,2011,GBR,United Kingdom,63258810.0,32478068.0,2665970676055.82,2357065768526.96,2666403005061.42,2688809162463.69,1515.36324017856,44513020824.38435,1515.36324,59901.64126539705,52952.276095262285,42150.69814088219,37260.671968488816,72574.07578945151,42143.86385162509,42504.8963529932,59891.92884872451,4.0,758.2850355595838,703.665162597658,703.665162597658,748.7368615601602,703.665162597658
13764,2011,GRC,Greece,11104899.0,4983604.0,336682821679.694,285079593304.756,282995942006.559,215444010389.589,1950.22069420752,8786013356.925772,1950.220694,32209.82378583355,32446.979275308702,25483.88256449329,25671.5160853562,57203.50037939531,30318.40466803831,19400.80773265826,38320.31753221684,4.0,809.3779533283034,791.1835449314552,791.1835449314552,767.898859519257,791.1835449314552
13773,2011,HRV,Croatia,4280622.0,1883510.0,105516343037.508,90295612638.4482,62599775593.221,51097082677.026,1847.25632513554,3111100999.381496,1939.245794,20121.421839299397,29023.684109387472,14623.9905306334,21094.040220895047,47940.07604867943,24649.7688974892,11936.835973142688,33916.0776389083,4.0,784.6617193022436,726.7871349961515,726.7871349961515,767.898859519257,726.7871349961515
13775,2011,HUN,Hungary,9971727.0,4310224.0,249303997362.225,229643360222.022,141942264554.475,115188393760.125,1753.7,6922642001.169963,1753.669077,20504.05965388446,33172.79157050315,14234.471576936974,23029.44717820915,53278.75308151548,25001.08530470449,11551.498928934276,36012.839797304456,4.0,695.4624119384578,694.226988080396,694.226988080396,757.2877864183715,694.226988080396
13787,2011,ISL,Iceland,319014.0,187550.0,15372061971.1062,13059433954.0833,15221622925.9319,15610486135.6369,1537.6810712112,252640999.9653,1537.681071,60250.010600110734,51691.66507366976,47714.59223084849,40936.86783051308,69631.74595618928,48186.16728766198,48933.54566143461,60845.47628143309,4.0,782.2749686286433,791.9433001852583,791.9433001852583,800.2074248055277,791.9433001852583
13788,2011,ISR,Israel,7765800.0,3531041.0,276437264807.618,241995717613.454,266791854430.897,265960192873.376,1943.66571891623,6799026000.293045,1943.665719,39239.71675051661,35592.70366123379,34354.71611822311,31161.72417696232,68533.81697166756,35596.75304638517,34247.62328071493,40658.36265307755,3.0,905.1053469664143,875.5087692566182,875.5087692566182,837.747948813593,875.5087692566182
13789,2011,ITA,Italy,59379449.0,24567360.0,2546921470741.52,2173169963370.93,2294994296589.51,1913767385824.26,1772.55737493813,44047519001.53751,1772.557375,52102.69156157017,49336.94366066507,38649.63948367911,36598.01496930243,88457.61056014687,42892.30556419478,32229.456791090463,57822.13228973505,4.0,741.4882322080628,741.797368337613,741.797368337613,763.4335646429009,741.797368337613
13792,2011,JPN,Japan,127833000.0,65813075.0,4876780131592.51,4629400479632.82,6233147172341.35,4219912322037.65,1728.0,112931712000.0,1728.0,55193.94917471321,40992.91861999595,48760.07894942111,36214.43977402408,70341.65292584825,38149.618107941686,33011.13423010999,43183.442854319874,3.0,911.9691841928078,883.4316021684541,883.4316021684541,896.449031307123,883.4316021684541
13799,2011,KOR,"Korea, Rep.",49936638.0,25870939.0,1767206529267.27,1625275455251.2,1253223044718.99,1307685622912.81,2136.0,52244976006.625496,2130.143967,23987.436506049144,31108.741538039736,25096.263883823936,32546.75365312338,62822.43776506141,35388.97691244793,26186.897542297706,33825.38694329499,3.0,1044.338505097812,1046.225338730763,1046.225338730763,1083.2548622614986,1046.225338730763
13814,2011,LTU,Lithuania,3028115.0,1481727.0,78635856993.3067,69298188392.1676,43535051482.3869,36478857729.3719,1674.21724104983,2101296665.441172,1674.217241,20718.18425183986,32978.774264422245,14376.947864393163,22884.926230399968,46768.52645066709,25968.583423452117,12046.721385869394,37422.53927614592,4.0,786.5101113169617,693.9289509946524,693.9289509946524,767.898859519257,693.9289509946524
13815,2011,LUX,Luxembourg,518347.0,246661.0,58572376708.3729,48970848492.8168,61696281326.2457,54576884723.7121,1519.54397394137,561666000.021672,1519.543974,109845.14163909711,87188.55777441977,119025.05720346735,94475.03022650232,198535.02780259872,112998.39047659752,105290.24904882656,104283.28705336066,4.0,1078.783617662448,1083.5714299912452,1083.5714299912452,1037.3591490969775,1083.5714299912452
13816,2011,LVA,Latvia,2059709.0,1033395.0,45555421597.0899,39646381265.5089,27474380566.265,23585679970.3973,1707.03972138554,1461606671.0337832,1707.039721,18797.383120065115,27125.20546821761,13338.96223508515,19248.53523750632,38365.17620610599,22117.406680793207,11450.976798371665,31168.044385613604,4.0,811.269048259991,709.6180436332429,709.6180436332429,767.898859519257,709.6180436332429
13848,2011,NLD,Netherlands,16693074.0,8900853.0,877959356777.055,777880906388.857,905270626332.693,749006761258.435,1420.18023715415,12575695998.635,1420.180237,71985.72758366245,61855.89302359808,54230.31290298557,46599.021030449934,87393.97295841838,52594.229006416375,44869.31294130938,69813.97744286686,4.0,753.3481338808531,753.3481250149014,753.3481250149014,780.8435898505309,753.3481250149014
13849,2011,NOR,Norway,4953088.0,2627229.0,304868579818.816,309370326298.155,501360549669.404,359894719437.842,1434.53070683662,3714000000.423,1434.530707,134992.07043949983,83298.41848759283,101221.81347664406,62460.09081570024,117755.37126689566,61551.21407469764,72660.6754085213,82086.31658160838,4.0,730.3617029038603,749.8352543752503,749.8352543752503,788.9530020213571,749.8352543752503
13852,2011,NZL,New Zealand,4384000.0,2357842.0,167033578400.379,143362843769.664,168291357111.739,157324825746.613,1746.0,3809597400.0,1746.0,44175.62787913993,37632.01953299948,38387.62707840762,32701.37859709489,60802.56597756084,38100.72500008645,35886.13725972012,43845.46734528404,5.0,882.3471290176012,868.9775091240876,868.9775091240876,905.1082772350824,868.9775091240876
13862,2011,POL,Poland,38063255.0,18149148.0,946791946450.916,862451593850.199,524374222547.901,429806605650.617,1824.3298592666,28199213929.5207,1824.329859,18595.34892917541,30584.24238369747,13776.389395701995,22658.37732086231,47520.224852990286,24874.17186078584,11291.90358655919,33575.11839930244,4.0,821.3300365621506,740.8513520328385,740.8513520328385,779.822797537541,740.8513520328385
13866,2011,PRT,Portugal,10557560.0,5428758.0,330502468207.923,282620727896.604,245117990242.249,204449067168.824,1724.36228178535,8236809594.573297,1724.362282,29758.85109736438,34311.91709018072,23217.29549652088,26769.511885000324,52059.92381620326,31304.81552630749,19365.18164886811,40125.05866660676,4.0,851.5104900361814,780.1811777127762,780.1811777127762,767.898859519257,780.1811777127762
13893,2011,SVK,Slovak Republic,5398384.0,2683638.0,141876127714.687,141755240350.153,99922685424.8842,80730554469.7187,1793.01032054786,3959528000.998473,1793.010321,25236.009291937506,35801.04505244226,18509.740215754235,26258.828632819197,52822.04244765986,26281.22188319449,14954.577975505024,35831.575803709464,4.0,738.5624652560814,733.465422429837,733.465422429837,779.822797537541,733.465422429837
13894,2011,SVN,Slovenia,2052843.0,1018812.0,68909972073.9005,59391587736.5899,51583869785.1853,42590309918.8992,1663.36095366688,1575617000.315546,1663.360954,32738.83803922825,37694.1780424403,25128.015043130577,28931.38332380504,58294.943263909234,33568.06734557903,20746.988405298995,43735.230109918855,4.0,770.2087357886168,767.5292266946601,767.5292266946601,758.0790199273836,767.5292266946601
13895,2011,SWE,Sweden,9449213.0,4996359.0,462514779856.249,421515976518.429,574094112972.733,468113753183.843,1483.8625893551,6737626471.6134,1483.862589,85207.17427590783,62561.49376851582,60755.75955084652,44608.58026149152,84364.62962698017,48947.43931121555,49539.97260764923,68646.54516021199,4.0,797.6944109787751,713.0357281197281,713.0357281197281,767.4494469567628,713.0357281197281
13923,2011,USA,United States,311583481.0,157443452.0,17122903162843.0,15599728123000.0,15599728123000.0,16636956919000.0,1820.30416666667,245159166942.35092,1724.372187,63631.02109360759,63631.02109360759,50065.966504174205,50065.966504174205,99081.46655092394,54954.46391409627,53394.8618380061,69844.02572582342,2.0,796.0423829501606,786.8169588308533,786.8169588308533,814.6658433173202,786.8169588308533
13952,2012,AUS,Australia,22733465.0,12006301.0,1053937239439.54,974067520931.879,1546952690139.99,1256476775507.65,1771.0,20220874010.252117,1759.612242,76502.76092693496,48171.38568975903,68047.37817750132,42847.29674653112,81129.69356106257,46360.60712432267,55269.91928012953,52121.25049120958,5.0,878.3933027112961,889.4761097902195,889.4761097902195,908.1026298256342,889.4761097902195
13953,2012,AUT,Austria,8429991.0,4379686.0,449296979861.322,391635006784.26,409401816050.531,375555101767.152,1534.7812249999,6454000616.120999,1534.781225,63433.80492216172,60680.968298333,48564.91733508743,46457.34577703108,89420.7956424867,53297.444785091946,44549.881698231,69615.26758132844,4.0,817.2033006293436,765.5999414615032,765.5999414615032,769.2195566342027,765.5999414615032
13956,2012,BEL,Belgium,11106932.0,4910968.0,535475461831.324,469720618339.766,496152879924.727,444005978083.203,1587.29507479661,7257748000.93,1587.295075,68361.82240843172,64719.885325251926,44670.560684510085,42290.76205200194,95647.25698472602,48210.92465780145,39975.57364024584,73779.83663289339,4.0,653.3164936376809,653.4430930998767,653.4430930998767,692.8348610252581,653.4430930998767
13974,2012,CAN,Canada,34714222.0,19316264.0,1601246043121.22,1468097961846.59,1828366481521.6,1468960331816.39,1721.0,30592754608.87776,1720.831584,59764.68954485789,47988.42015424659,52669.08996323179,42290.9654102745,76003.2044419454,46126.51388590014,42315.807389155656,52340.69516108732,2.0,876.7076509058656,881.2743839939078,881.2743839939078,867.6360453617723,881.2743839939078
13976,2012,CHE,Switzerland,7996861.0,4589900.0,526062218175.594,475340741851.246,686420221557.99,655461803595.119,1593.0,7452348604.897878,1592.563548,92107.9055677638,63784.01857621632,85836.20767673591,59440.91586076662,103562.33073732456,65783.58910772539,81964.88642169959,70590.12481378719,4.0,920.4916003932686,931.9092334977285,931.9092334977285,844.9048286024549,931.9092334977285
13993,2012,CZE,Czechia,10510785.0,5254149.0,354088374418.526,307490190596.132,208857719320.649,174552528075.614,1776.44831609381,8997040999.524868,1776.448316,23214.045521375167,34176.813311439895,19870.80121234037,29254.731268514388,58523.30997772085,33688.099834458226,16606.992539150408,39356.09212375773,4.0,857.8042759233476,855.9818319492662,855.9818319492662,759.4625519871811,855.9818319492662
13994,2012,DEU,Germany,80425823.0,41853628.0,4011032634316.5,3487232707438.34,3527143188785.16,3222610768995.58,1407.98776743854,59162237981.573006,1407.987767,59618.15017687031,58943.55633612935,43855.85446586179,43359.61482717236,83319.7233806909,49872.4474888681,40069.35395607429,67797.17554913656,4.0,724.7116258217986,735.61246593116,735.61246593116,763.9760880807097,735.61246593116
13997,2012,DNK,Denmark,5591572.0,2871734.0,286379681639.879,250524614311.535,327148943812.137,288340817827.024,1423.3462832508,3938132999.30608,1423.346283,83072.09123454755,63615.07200383502,58507.50805178526,44803.96824212136,87238.09876246721,51216.30940992605,51567.04015025184,72719.65718027824,4.0,704.2959398970427,704.2980040865216,704.2980040865216,736.0583672255856,704.2980040865216
14009,2012,ESP,Spain,46773055.0,23569775.0,1673013403698.23,1483654111796.67,1324750738725.0,1152252436684.76,1696.72661811367,30962036997.9258,1696.726618,42786.29144502823,47918.4916643586,28322.94659232757,31720.273815697303,62947.31756228772,35768.74342927204,24634.962088423777,54034.34547314533,4.0,653.830495139101,661.9631109818633,661.9631109818633,763.869163860656,661.9631109818633
14010,2012,EST,Estonia,1322696.0,683905.0,38354642990.0875,34384867089.0084,23019150071.1867,21503693454.807,1795.75104125118,1065778242.8335,1795.751041,21598.44247710247,32262.6844000794,17403.205325476676,25996.046777950796,50277.25647423019,28997.322884538477,16257.472204351569,35987.4516560941,4.0,865.8110412868205,805.7620517741794,805.7620517741794,767.898859519257,805.7620517741794
14014,2012,FIN,Finland,5413971.0,2700773.0,248784129304.398,221285752810.968,258290060227.734,236250798826.562,1567.66869862406,4007117961.5139,1567.668699,64457.81299888444,55223.16910465137,47708.06127844682,40873.095332606696,81934.22876005054,45952.24638336593,43637.248671365625,62085.551684235084,4.0,764.7252124710973,740.143964848334,740.143964848334,763.9760880807097,740.143964848334
14016,2012,FRA,France,65662240.0,30288026.0,2809624996095.14,2474003939353.38,2683671716967.19,2375801091055.54,1540.88061901253,41819499999.66,1540.880619,64172.735613505865,59159.0989699421,40870.85236457346,37677.72679325865,81682.57447195072,42789.05191317172,36182.151127581696,67184.56691538595,4.0,638.4649098411046,636.8881110309366,636.8881110309366,692.8348610252581,636.8881110309366
14020,2012,GBR,United Kingdom,63700215.0,32778349.0,2704586108449.72,2441787313613.65,2706340967030.68,2727755400457.14,1531.05414767024,45463617932.25595,1531.054148,59527.619888573805,53708.6009576292,42485.58606953964,38332.48150910715,74493.90796387121,42458.037362192896,42821.76128380634,59489.02070397801,4.0,768.2712365766076,713.7121583067805,713.7121583067805,729.1411117205892,713.7121583067805
14028,2012,GRC,Greece,11045011.0,4927758.0,312823130975.425,275143590350.289,242029307133.408,200176146628.861,1989.93137331474,8608110801.058708,1989.931373,28116.425627751087,31963.295630029435,21912.998287951727,24911.119631323952,55835.4510002904,28322.57305813684,18123.671097191396,36340.509341138015,4.0,769.0105515832681,779.3664307856922,779.3664307856922,767.898859519257,779.3664307856922
14037,2012,HRV,Croatia,4267558.0,1865281.0,103056058937.845,91597722277.8057,57231455635.3668,49905671598.604,1845.2640073725,2973659999.569665,1922.985145,19246.13292832707,30803.024653477973,13410.8208102542,21463.73225104514,49106.66129007141,24148.718995229825,11694.1987897069,34656.30198232442,4.0,752.343963880349,696.8059952716904,696.8059952716904,767.898859519257,696.8059952716904
14039,2012,HUN,Hungary,9920362.0,4358321.0,246187133909.65,230821510873.975,128814279315.132,113748278485.318,1738.3,6924772001.741453,1738.273859,18601.9524228,33332.72356345128,12984.836573013365,23267.448392908947,52961.10838875223,24816.345805692377,11466.14190947044,35551.65915177257,4.0,698.3803823421027,698.0362210311936,698.0362210311936,759.4288806258338,698.0362210311936
14051,2012,ISL,Iceland,320716.0,189063.0,15535564849.5489,13471498420.0286,14751508133.5443,15776524980.7745,1523.06451612903,254960999.9784,1523.064516,57857.900364346046,52837.4866005777,45995.5478789468,42004.44761105963,71254.01807878116,48440.25508408967,49191.57441716192,60933.10290932753,4.0,785.4309478824492,794.974369780117,794.974369780117,798.4205200118671,794.974369780117
14052,2012,ISR,Israel,7910500.0,3623923.0,283590504316.228,255688667119.386,262282344091.849,272842322027.358,1917.12505578347,6972516000.787519,1917.125056,37616.59981306966,36670.93300187578,33156.22831576373,32322.693523719863,70555.76708428573,35849.8836124427,34491.160107118136,40672.62151627871,3.0,910.762570463688,881.4254472899968,881.4254472899968,866.110262408811,881.4254472899968
14053,2012,ITA,Italy,59539717.0,25127011.0,2471000141707.7,2172383785077.79,2086957656821.6,1856719783429.57,1733.64227320782,42964162994.8498,1733.642273,48574.38179516654,50562.693036477816,35051.52126977023,36486.296787030245,86456.11629165881,41501.71123097042,31184.5584255896,57513.05202905742,4.0,721.3043789603946,721.605092527561,721.605092527561,757.8350206345224,721.605092527561
14056,2012,JPN,Japan,127629000.0,65518909.0,4943823715180.79,4799612889015.1,6272362996105.03,4277925608850.6,1745.0,113245265000.0,1745.0,55387.41947493372,42382.45977891526,49145.28043081925,37605.9742614539,73255.38477777613,38735.89634942521,33518.44493689208,43655.897800060695,3.0,915.9776248193598,887.3004176166859,887.3004176166859,896.449031307123,887.3004176166859
14063,2012,KOR,"Korea, Rep.",50199853.0,26269374.0,1809664213833.72,1684562928828.18,1278427634342.59,1339103175287.26,2119.0,52734314989.9644,2113.193253,24242.80346840347,31944.34077978941,25466.760517059483,33557.128719643464,64126.49684108117,36049.19348735384,26675.44017085588,34316.63451356309,3.0,1049.0275031702536,1050.4874384784434,1050.4874384784434,1070.7179141315685,1050.4874384784434
14078,2012,LTU,Lithuania,2987773.0,1472231.0,81658512980.3964,73809005494.2263,42927454291.478,37881055682.4922,1672.25326965136,2138479153.9292696,1672.25327,20073.824059777497,34514.71825601323,14367.70942487197,24703.685820250168,50134.119913401024,27330.89594838577,12678.692685987926,38185.32101674032,4.0,811.2348617132008,715.7435166357249,715.7435166357249,767.898859519257,715.7435166357249
14079,2012,LUX,Luxembourg,530946.0,258659.0,59538763540.5786,51308724180.9019,59776383527.3602,55477349852.5629,1513.69966117272,573175999.934599,1513.699661,104289.7531197762,89516.5257909549,112584.67627095824,96636.42664395607,198364.34912723664,112137.13549132792,104487.74423870392,103875.1858894513,4.0,1073.7622474673735,1079.5372786207995,1079.5372786207995,1018.632543493065,1079.5372786207995
14080,2012,LVA,Latvia,2034319.0,1039903.0,48763546980.9853,43311586458.3971,28169902669.3784,25246641848.4078,1691.63541143043,1469410341.963163,1691.635411,19170.88907360133,29475.487698372883,13847.337939319448,21290.459587899983,41649.64083996017,23970.452510636384,12410.365261499204,33185.79268731441,4.0,825.7798894948194,722.3106808534762,722.3106808534762,767.898859519257,722.3106808534762
14112,2012,NLD,Netherlands,16754962.0,9013873.0,868913267500.893,792042289740.032,838923319919.531,741289340197.321,1410.50978838972,12464674996.556,1410.509788,67304.06690518014,63542.95558920501,50070.14160459039,47272.10301879718,87869.25328768577,51860.05599421192,44242.97352613041,69710.06205464438,4.0,743.9392901227226,743.9393175917677,743.9393175917677,749.7229812463809,743.9393175917677
14113,2012,NOR,Norway,5018573.0,2673428.0,313154783635.532,330093387414.194,512777309840.997,369676511315.49,1431.49129447388,3781999998.748,1431.491294,135583.635645359,87280.11304163636,102175.91929837366,65774.3520746224,123471.95713301198,62399.168774775615,73661.6785918009,82801.37063437318,4.0,733.5826026803754,753.600674683421,753.600674683421,785.7156967034923,753.600674683421
14116,2012,NZL,New Zealand,4408100.0,2364788.0,170830304222.738,145417090682.004,176206659722.524,160900868564.654,1734.0,3767461800.0,1734.0,46770.65596856855,38598.15929175552,39973.38075872235,32988.60975976135,61492.65417534426,38753.72705309272,36501.18385804632,45343.60619734432,5.0,871.2478803850864,854.6679521789433,854.6679521789433,901.2856935893304,854.6679521789433
14126,2012,POL,Poland,38063164.0,18268758.0,961421979842.391,897877592741.882,495230574356.743,436448070035.814,1819.68780545571,28159486813.5945,1819.687805,17586.633507740684,31885.43877541175,13010.756918598332,23589.14757432887,49148.255877158255,25258.593317213225,11466.415930000305,34142.02773675006,4.0,820.1748659121265,739.809407688612,739.809407688612,783.3452749236158,739.809407688612
14130,2012,PRT,Portugal,10514844.0,5385170.0,317093012692.047,277991617084.959,216224240577.957,196153968235.59,1708.217949487,7826113414.228102,1708.217949,27628.55955867635,35521.03098577158,20563.713601262843,26438.016301997348,51621.697566643015,30156.701582262845,18654.957528194427,40517.303533521845,4.0,812.340050132889,744.291918570366,744.291918570366,767.898859519257,744.291918570366
14157,2012,SVK,Slovak Republic,5407579.0,2709630.0,143747193272.906,145972499811.71,94623731085.6106,81795230834.9206,1789.04080324717,3952763999.453896,1789.040803,23938.62398531346,36929.2221422471,17498.353900259357,26994.05774963435,53871.7462575001,26582.54151680558,15126.035298776142,36366.24733800595,4.0,736.0470660387595,730.9674069401291,730.9674069401291,776.5423801255848,730.9674069401291
14158,2012,SVN,Slovenia,2057159.0,1012538.0,67091135563.7047,59745699109.9106,46577793184.0031,41466164772.2726,1644.34892708162,1542862999.923414,1644.348927,30189.19579140544,38723.91723236368,22641.805122502978,29042.82027296412,59005.8833445368,32613.490529271046,20157.00525446628,43484.830193630296,4.0,752.6152787532588,749.9969617921678,749.9969617921678,758.4831867913452,749.9969617921678
